 0000000001  1    1
 0000000002  1    1
 0000000002  1    2
 0000000002  1    1
 0000000002  1    2
 0000000002  1    1
 0000000002  1    2
 0000000003  1    1
 0000000003  1    2
 0000000004  1    1
 0000000004  1    2
 0000000005  1    1
 0000000005  1    2
 0000000006  1    1
 0000000006  1    2
 0000000007  1    1
 0000000007  1    2
